userId,screen_time_hrs_per_day,gaming_time,social_media_time,data_usage_gb_per_day,addicted
8132,6.36,2.27,1.66,1.22,1
8133,5.85,3.27,1.3,0.1,1
8134,5.1,1.57,2.63,1.0,1
8135,7.42,3.09,2.88,0.94,1
8136,7.63,3.87,1.01,0.92,1
8137,7.07,5.34,1.67,1.33,1
8138,7.9,3.21,1.58,2.62,1
8139,7.69,2.79,1.02,0.73,1
8140,6.15,0.81,2.91,1.25,0
8141,4.38,2.78,0.46,0.96,0
8142,4.03,1.23,0.22,1.33,0
8143,5.85,0.01,1.37,0.56,0
8144,6.87,2.69,4.12,0.77,1
8145,4.93,0.5,0.63,0.73,0
8146,6.51,0.19,0.63,1.21,1
8147,11.0,0.08,0.01,1.33,1
8148,6.36,0.21,2.04,0.54,1
8149,6.23,4.38,0.66,1.18,1
8150,6.14,0.54,0.61,1.32,1
8151,6.27,0.1,1.26,1.66,1
8152,7.63,1.82,0.83,1.0,1
8153,5.47,0.04,0.01,1.31,0
8154,5.78,1.23,0.53,1.34,0
8155,6.27,3.62,0.96,0.22,1
8156,8.74,3.24,3.9,0.91,1
8157,3.89,0.14,0.2,0.62,0
8158,6.94,0.52,4.53,1.37,1
8159,3.09,0.17,0.14,1.11,0
8160,3.47,1.2,1.05,0.75,0
8161,7.0,0.08,4.69,0.83,1
8162,5.32,1.81,1.48,0.56,0
8163,8.94,4.27,0.42,2.23,1
8164,2.93,1.37,0.64,0.78,0
8165,7.62,6.35,1.22,1.11,0
8166,6.89,0.23,0.97,0.58,1
8167,4.21,3.67,0.13,1.62,0
8168,8.59,3.5,0.06,1.92,1
8169,3.57,0.47,1.71,0.55,0
8170,4.35,2.34,1.12,0.59,1
8171,2.92,2.11,0.35,0.71,0
8172,7.68,0.88,3.33,0.82,1
8173,7.57,0.05,0.11,1.33,1
8174,4.16,2.14,1.28,0.43,1
8175,5.67,0.95,4.24,1.31,1
8176,3.99,1.3,0.93,0.32,0
8177,4.21,0.38,0.07,0.92,1
8178,4.3,1.2,0.94,0.38,0
8179,3.31,0.05,0.4,0.83,0
8180,4.33,2.67,1.53,0.93,1
8181,8.05,1.58,1.78,1.23,1
8182,3.42,0.7,0.06,1.06,1
8183,8.17,1.18,0.5,0.97,1
8184,7.33,6.26,0.42,1.29,1
8185,9.41,0.81,5.9,2.47,1
8186,4.1,2.82,0.42,0.64,0
8187,1.32,0.18,0.63,0.53,0
8188,6.71,0.11,0.15,1.39,1
8189,6.21,1.45,3.48,1.3,1
8190,6.94,1.22,0.4,0.88,1
8191,6.78,4.73,1.27,1.67,1
8192,8.15,4.35,0.05,1.5,1
8193,4.81,0.13,0.13,1.15,1
8194,5.42,0.75,0.47,0.89,0
8195,6.14,4.35,0.65,0.95,1
8196,3.22,0.25,1.28,1.01,0
8197,7.14,0.39,0.02,1.23,1
8198,4.63,1.61,0.07,0.68,0
8199,6.84,1.0,4.6,1.15,1
8200,6.39,1.61,1.72,0.75,1
8201,3.61,1.43,0.09,0.63,0
8202,6.8,6.32,0.36,1.35,1
8203,2.43,0.09,0.97,1.03,0
8204,8.3,3.13,2.68,1.68,1
8205,7.99,2.08,2.92,0.93,1
8206,7.47,0.5,0.29,1.55,1
8207,4.58,3.12,0.37,0.81,0
8208,7.17,1.27,3.16,1.26,1
8209,6.83,1.58,0.53,0.56,1
8210,8.69,4.35,3.26,1.56,1
8211,8.09,1.44,0.61,1.59,1
8212,9.57,4.29,0.54,1.34,1
8213,5.62,0.08,0.2,1.06,0
8214,6.11,5.21,0.71,2.03,1
8215,5.24,0.47,1.69,0.91,0
8216,6.67,1.0,4.11,1.45,1
8217,7.67,1.83,2.39,1.68,1
8218,4.94,1.99,0.66,1.21,0
8219,8.24,3.21,0.83,2.13,1
8220,7.21,1.27,1.8,1.13,1
8221,2.67,0.64,0.38,0.55,0
8222,8.09,4.77,2.42,0.94,1
8223,3.26,0.64,1.1,1.13,0
8224,5.66,0.2,1.54,1.24,0
8225,5.07,2.58,0.13,0.71,0
8226,10.18,0.27,2.62,1.35,1
8227,7.02,2.36,0.45,1.22,0
8228,6.47,1.95,0.27,1.27,1
8229,1.01,0.52,0.06,0.15,0
8230,4.45,0.29,0.31,0.87,0
8231,6.76,3.13,2.91,0.54,1
8232,10.47,0.9,2.57,1.6,1
8233,4.35,0.03,0.02,0.69,1
8234,4.68,2.04,1.08,1.25,0
8235,4.29,0.92,0.67,0.73,0
8236,9.92,3.35,4.41,1.95,1
8237,7.48,1.39,1.69,1.41,1
8238,3.14,1.21,1.18,0.47,0
8239,6.21,0.78,0.48,0.87,1
8240,2.98,1.45,1.08,0.43,0
8241,8.95,0.89,4.12,2.07,1
8242,9.65,0.9,0.09,1.1,1
8243,6.56,3.7,0.69,1.38,1
8244,8.7,0.55,0.65,1.22,1
8245,7.13,0.85,4.89,1.11,1
8246,6.77,2.56,1.25,0.81,1
8247,3.75,0.14,2.55,0.45,0
8248,8.7,4.39,1.3,1.43,1
8249,4.78,0.04,0.26,0.37,0
8250,8.59,3.57,2.17,1.65,1
8251,6.81,0.3,0.25,1.3,1
8252,6.02,0.62,1.49,1.67,1
8253,6.98,0.78,0.01,1.02,1
8254,6.28,2.16,1.76,0.55,1
8255,5.95,2.34,1.02,0.55,0
8256,6.58,2.2,0.06,0.9,1
8257,1.17,0.03,0.1,0.76,0
8258,2.79,0.11,0.33,0.1,0
8259,5.57,2.75,2.28,0.64,1
8260,3.68,0.64,1.29,0.88,0
8261,4.16,0.32,2.87,1.34,0
8262,4.12,2.01,1.28,0.11,1
8263,8.85,4.33,2.88,1.88,0
8264,3.95,0.02,0.05,0.75,0
8265,10.17,3.87,0.21,1.75,1
8266,5.33,0.3,0.04,1.56,0
8267,5.56,1.07,0.12,1.24,0
8268,8.53,0.62,1.31,1.33,1
8269,7.09,0.73,0.45,1.6,1
8270,6.85,2.8,3.47,1.04,1
8271,3.48,1.1,0.17,0.94,0
8272,1.98,1.06,0.55,0.65,0
8273,6.43,1.58,0.31,0.57,1
8274,6.38,1.0,4.82,1.88,1
8275,7.4,1.31,3.26,1.22,0
8276,4.05,0.07,0.4,1.07,0
8277,3.11,0.6,0.01,0.1,0
8278,5.5,4.06,0.53,0.48,0
8279,6.51,0.32,0.03,1.24,1
8280,8.81,0.11,3.45,1.1,1
8281,5.75,2.78,0.46,0.83,1
8282,6.1,3.5,0.36,0.68,1
8283,7.18,0.34,5.7,1.24,1
8284,4.84,0.67,0.69,0.1,0
8285,4.55,3.65,0.62,0.52,1
8286,6.68,1.46,0.68,0.76,1
8287,4.64,0.71,2.02,0.55,0
8288,7.09,1.17,1.73,1.87,1
8289,7.34,0.77,0.73,0.76,1
8290,7.89,0.5,0.01,0.66,1
8291,5.11,2.18,1.77,0.67,0
8292,8.65,0.0,0.03,1.73,1
8293,6.67,0.02,0.0,0.76,1
8294,6.85,1.71,1.34,1.51,1
8295,7.47,2.19,2.05,1.07,1
8296,6.26,0.51,0.4,1.14,1
8297,5.93,0.24,0.16,1.07,0
8298,3.24,0.11,0.01,0.79,0
8299,8.02,2.1,0.07,1.12,1
8300,5.95,0.39,1.31,1.43,1
8301,2.51,0.0,0.08,0.62,0
8302,5.03,1.8,0.22,0.95,0
8303,8.4,0.62,0.09,1.01,1
8304,5.2,0.83,1.35,1.07,0
8305,4.46,0.28,2.14,0.87,0
8306,5.9,3.93,0.64,0.6,1
8307,3.33,0.51,0.2,0.1,0
8308,3.35,2.54,0.17,0.48,0
8309,5.93,0.97,1.29,0.27,0
8310,2.93,0.56,2.37,1.51,0
8311,2.73,0.32,1.74,0.45,0
8312,9.74,1.7,2.64,1.85,1
8313,6.38,0.82,3.82,1.3,1
8314,5.82,0.14,1.12,1.25,0
8315,6.78,0.96,0.29,0.41,1
8316,7.66,2.76,1.07,1.0,1
8317,4.8,0.36,1.92,0.95,0
8318,7.71,0.8,5.87,1.12,1
8319,9.63,0.52,0.65,1.07,1
8320,4.68,0.87,0.81,0.65,0
8321,7.98,1.51,2.65,1.03,1
8322,6.92,5.02,0.95,1.6,1
8323,5.52,0.23,1.95,0.8,0
8324,8.36,0.1,0.06,1.03,1
8325,9.61,1.35,0.68,2.1,1
8326,3.47,0.27,1.01,0.9,0
8327,6.75,4.11,0.14,1.52,1
8328,5.95,0.02,0.92,1.16,0
8329,4.51,0.39,0.11,0.71,0
8330,10.19,3.0,2.95,2.08,1
8331,5.75,0.43,0.32,1.06,1
8332,5.38,2.62,0.34,1.09,0
8333,5.84,0.83,0.68,1.05,0
8334,7.05,1.39,0.01,0.94,1
8335,6.7,0.2,0.92,0.84,1
8336,3.39,0.18,0.32,0.72,0
8337,5.14,0.24,0.94,0.1,0
8338,7.61,5.6,1.12,1.19,1
8339,10.93,2.56,1.17,0.88,1
8340,4.91,0.26,3.23,0.94,0
8341,7.21,2.58,3.33,1.18,1
8342,7.74,2.81,4.43,1.5,1
8343,7.13,3.33,1.15,1.23,1
8344,6.35,0.85,2.34,1.45,1
8345,6.13,0.15,2.35,0.97,1
8346,6.96,0.69,1.47,1.12,0
8347,6.16,1.15,0.94,1.41,1
8348,4.64,0.24,3.4,0.41,1
8349,7.08,0.4,1.23,1.62,1
8350,6.01,3.69,0.87,0.54,1
8351,5.27,0.57,0.58,0.6,0
8352,3.07,0.69,1.6,0.26,1
8353,5.09,0.03,0.88,1.81,1
8354,6.15,3.44,2.11,1.8,1
8355,8.46,4.53,3.57,1.57,1
8356,3.16,2.36,0.51,0.89,1
8357,6.59,0.53,1.09,1.64,1
8358,5.03,0.06,0.07,1.16,0
8359,5.26,1.33,0.02,0.34,0
8360,6.75,1.69,0.65,0.91,1
8361,8.59,4.3,2.23,1.82,1
8362,7.51,3.4,1.1,1.02,1
8363,5.67,0.02,0.18,2.03,0
8364,2.4,0.63,0.23,1.24,0
8365,7.1,1.69,0.49,0.87,1
8366,7.56,1.19,0.58,1.6,1
8367,7.92,0.44,1.69,1.69,1
8368,2.84,0.2,0.14,0.23,1
8369,9.47,8.38,0.72,1.38,1
8370,3.42,0.22,0.18,0.6,0
8371,4.59,1.59,1.84,1.07,0
8372,6.34,4.27,0.05,1.2,1
8373,4.68,1.3,0.07,1.19,1
8374,3.95,0.58,3.07,0.91,0
8375,2.94,0.26,0.01,0.12,0
8376,6.97,2.9,3.07,1.61,1
8377,7.07,0.1,0.04,1.25,1
8378,5.62,0.13,2.03,0.83,0
8379,3.07,0.05,0.01,0.72,0
8380,4.9,0.63,1.22,0.58,0
8381,5.81,0.54,0.62,1.23,0
8382,5.26,0.1,1.04,1.34,0
8383,4.64,2.62,0.63,1.84,0
8384,4.21,1.09,1.48,0.53,0
8385,5.36,2.64,1.54,1.07,1
8386,5.09,1.59,1.47,1.12,0
8387,8.05,0.69,1.63,1.61,1
8388,1.62,0.53,0.01,0.1,0
8389,6.09,3.88,1.1,1.03,1
8390,6.39,0.01,0.0,1.18,0
8391,5.01,1.54,2.93,0.17,1
8392,8.69,1.0,1.6,1.39,1
8393,5.11,4.15,0.21,0.86,1
8394,8.25,5.46,0.48,0.74,0
8395,7.29,1.96,4.1,1.56,1
8396,8.62,5.75,1.19,0.69,1
8397,6.46,3.11,1.29,1.74,0
8398,4.58,0.22,0.88,0.33,0
8399,6.47,2.92,0.45,0.87,1
8400,4.51,2.91,0.8,1.44,0
8401,7.09,2.0,3.63,1.88,1
8402,5.09,1.14,0.08,1.06,0
8403,5.68,0.41,1.38,0.93,0
8404,6.72,0.65,5.31,1.1,1
8405,6.43,0.41,0.55,1.06,1
8406,7.75,1.1,3.46,1.16,1
8407,8.91,0.29,8.36,1.49,1
8408,3.49,0.12,0.04,0.6,0
8409,5.32,0.21,0.23,0.72,0
8410,4.35,0.34,2.58,1.23,1
8411,5.72,2.05,3.02,0.82,1
8412,7.06,3.87,1.56,1.29,1
8413,5.3,0.72,0.14,1.05,0
8414,5.29,1.39,2.34,1.02,0
8415,4.52,2.25,1.05,0.45,0
8416,5.65,3.77,1.56,1.6,1
8417,3.83,0.69,2.55,0.22,0
8418,5.55,3.8,0.42,0.67,1
8419,8.19,2.9,0.74,1.58,1
8420,6.08,1.22,1.05,0.86,1
8421,3.15,2.1,0.04,0.64,1
8422,11.47,1.41,1.74,1.26,1
8423,8.61,4.2,4.05,0.87,1
8424,7.62,1.78,3.16,0.93,1
8425,4.72,0.11,0.28,0.29,0
8426,2.54,1.54,0.13,0.1,0
8427,6.63,2.5,0.66,0.19,1
8428,8.07,2.65,4.81,1.91,1
8429,4.48,1.28,1.39,1.13,0
8430,5.55,0.43,1.12,0.75,0
8431,7.08,0.9,0.17,1.37,1
8432,8.57,4.24,2.66,1.12,1
8433,5.53,4.45,0.9,0.58,1
8434,7.26,0.67,3.91,1.63,0
8435,6.83,0.05,0.06,1.24,1
8436,5.78,0.3,3.42,0.73,0
8437,5.43,2.15,1.22,1.08,0
8438,6.84,1.11,0.52,1.38,1
8439,5.89,1.03,4.57,1.59,1
8440,6.06,0.98,0.56,1.61,1
8441,9.61,2.88,1.7,1.49,1
8442,6.13,0.42,1.52,0.3,1
8443,6.98,1.32,0.7,1.64,1
8444,7.71,0.91,1.99,0.87,1
8445,5.99,3.18,1.35,0.53,1
8446,5.27,1.16,0.74,0.77,0
8447,4.34,1.46,1.29,0.72,0
8448,5.12,3.12,1.56,1.02,1
8449,6.27,0.96,0.99,0.74,1
8450,4.43,2.29,0.06,0.76,0
8451,10.38,4.45,0.8,1.52,1
8452,3.33,0.38,2.84,1.04,0
8453,7.51,1.11,0.34,2.01,1
8454,7.85,0.07,0.7,1.08,1
8455,4.23,1.69,1.33,1.09,0
8456,7.79,0.1,0.22,1.07,1
8457,3.77,0.52,0.55,0.88,0
8458,5.66,2.93,2.32,0.99,1
8459,8.96,0.65,1.9,1.42,1
8460,5.66,1.94,0.67,0.1,0
8461,3.62,0.15,0.23,0.1,0
8462,6.69,3.91,1.21,1.19,1
8463,7.42,0.3,1.68,1.58,1
8464,3.37,1.01,0.88,0.1,0
8465,1.71,0.14,0.29,0.9,0
8466,10.33,5.2,0.33,1.53,1
8467,3.84,0.21,1.87,0.69,0
8468,7.2,1.77,1.19,1.4,1
8469,4.47,0.2,0.48,0.67,0
8470,7.08,1.5,1.96,0.95,1
8471,5.44,0.63,2.17,0.82,0
8472,7.33,0.68,0.09,1.02,1
8473,7.63,0.06,0.01,0.84,1
8474,1.95,0.28,1.28,0.23,0
8475,5.32,3.48,0.26,0.17,0
8476,5.29,2.98,0.32,1.38,0
8477,8.69,7.28,0.08,0.81,1
8478,5.57,3.38,0.55,1.25,0
8479,6.38,1.11,0.96,0.91,1
8480,3.05,0.41,0.76,1.02,0
8481,6.9,3.48,0.51,1.4,1
8482,4.62,0.03,0.73,0.65,0
8483,6.85,0.8,3.7,0.86,1
8484,9.37,3.58,0.15,0.97,1
8485,3.97,0.82,0.38,1.45,0
8486,7.6,1.4,4.39,1.47,1
8487,6.48,0.01,0.63,0.93,1
8488,1.74,0.24,0.68,0.55,0
8489,5.24,0.8,0.84,0.93,0
8490,3.6,0.78,1.89,0.42,0
8491,8.72,1.29,2.26,2.1,1
8492,4.67,1.99,2.03,0.92,1
8493,8.83,2.42,1.8,1.6,1
8494,5.54,0.0,0.0,0.82,0
8495,1.0,0.47,0.31,0.16,0
8496,5.5,5.08,0.06,0.62,1
8497,6.45,0.23,1.57,0.39,1
8498,5.37,1.41,3.91,1.34,1
8499,6.55,4.19,0.58,0.82,1
8500,7.17,0.06,0.78,1.06,1
8501,4.5,0.06,0.03,0.7,0
8502,9.43,2.7,3.62,1.48,1
8503,6.82,0.47,1.18,1.21,1
8504,6.04,1.04,0.65,1.33,1
8505,5.68,4.1,0.97,0.35,1
8506,5.16,3.63,1.34,1.24,1
8507,5.78,0.03,3.91,1.26,0
8508,6.63,3.54,0.11,1.09,1
8509,3.73,0.1,2.3,0.55,0
8510,4.3,1.1,1.32,1.38,0
8511,6.82,1.15,5.53,1.48,1
8512,7.85,4.59,2.82,1.28,1
8513,4.03,0.24,3.32,0.61,0
8514,4.4,0.7,0.13,0.74,0
8515,4.56,0.18,4.0,0.63,1
8516,6.97,0.88,0.17,0.58,1
8517,6.97,2.66,2.36,1.48,1
8518,8.73,0.66,0.19,1.73,1
8519,3.55,1.06,0.44,0.28,1
8520,7.14,0.56,1.03,0.7,1
8521,7.5,0.17,0.06,1.69,1
8522,6.62,1.0,2.87,0.95,1
8523,2.67,0.35,1.45,0.23,1
8524,2.95,1.46,0.19,0.1,0
8525,7.58,5.0,1.19,1.27,1
8526,6.23,0.01,0.11,1.48,1
8527,6.32,4.63,0.57,0.28,1
8528,7.81,3.65,2.43,1.08,1
8529,8.62,3.97,4.57,0.62,1
8530,4.94,3.3,0.63,0.98,0
8531,7.73,0.2,1.43,1.36,1
8532,5.36,3.12,2.02,0.83,1
8533,3.11,1.98,0.1,0.67,0
8534,3.44,0.18,1.27,0.59,1
8535,4.42,0.07,0.55,0.7,0
8536,2.99,1.15,0.44,0.74,0
8537,7.76,2.74,0.33,2.19,1
8538,6.9,0.18,0.39,0.7,0
8539,7.33,0.97,1.1,0.71,1
8540,7.3,0.23,0.03,0.86,1
8541,5.01,4.05,0.29,0.75,1
8542,9.45,2.69,3.18,1.88,1
8543,5.06,3.07,1.92,1.23,1
8544,6.32,2.7,1.86,1.42,1
8545,5.75,0.49,0.89,1.29,0
8546,6.95,0.2,2.19,1.19,1
8547,5.82,2.68,1.12,0.1,0
8548,9.18,0.41,0.72,1.47,1
8549,5.04,2.93,0.56,1.52,0
8550,5.43,5.1,0.25,1.18,1
8551,7.81,2.34,4.61,0.93,1
8552,6.36,3.6,0.85,0.83,1
8553,4.43,1.86,0.35,0.31,0
8554,6.97,1.01,1.37,0.9,0
8555,5.47,0.82,2.88,0.36,1
8556,6.94,4.31,1.33,0.86,1
8557,6.9,1.31,5.18,1.75,1
8558,8.26,2.29,0.61,1.54,1
8559,5.16,2.91,1.56,0.97,1
8560,8.19,3.29,1.12,2.11,1
8561,5.29,0.51,3.99,0.84,1
8562,6.99,2.22,1.27,1.48,1
8563,6.84,0.94,0.2,0.48,0
8564,6.67,3.06,2.18,1.35,1
8565,4.62,2.42,0.51,0.71,0
8566,4.84,4.14,0.49,0.56,1
8567,8.78,0.22,1.48,1.98,1
8568,3.91,0.79,2.16,0.36,0
8569,3.65,0.76,0.31,0.4,0
8570,7.6,2.11,0.0,1.53,0
8571,2.49,0.46,0.02,0.65,0
8572,4.22,0.79,2.44,0.82,0
8573,6.99,0.35,1.95,0.95,0
8574,3.33,0.01,2.23,0.6,0
8575,5.4,1.13,3.68,0.65,1
8576,6.26,0.45,0.6,1.23,1
8577,4.98,0.82,3.54,1.27,1
8578,7.76,0.03,1.64,1.31,1
8579,4.23,0.42,0.16,0.67,0
8580,3.52,0.87,2.49,1.07,0
8581,6.2,0.01,1.5,1.1,1
8582,7.83,0.54,0.83,1.46,1
8583,6.51,0.69,3.35,1.46,1
8584,4.13,1.05,1.31,0.57,0
8585,3.5,1.24,1.58,1.45,0
8586,8.01,1.84,2.33,1.32,1
8587,7.34,1.44,0.2,1.14,1
8588,2.67,0.55,0.6,0.74,0
8589,5.22,0.58,2.95,1.36,0
8590,4.45,0.3,2.35,0.26,0
8591,6.53,0.45,2.42,1.1,1
8592,3.18,0.21,1.26,0.57,0
8593,5.27,1.41,1.28,0.84,1
8594,4.68,2.71,0.31,1.16,0
8595,4.65,2.38,0.55,1.38,0
8596,7.22,1.09,0.02,1.43,1
8597,6.78,1.87,0.95,0.92,0
8598,5.24,1.44,0.61,0.55,0
8599,6.71,0.63,4.05,1.31,1
8600,7.05,0.07,3.56,0.72,1
8601,5.81,0.07,0.07,0.99,0
8602,7.98,2.48,0.07,1.43,1
8603,7.43,4.12,0.78,0.86,1
8604,8.31,0.2,0.13,1.04,1
8605,2.95,0.06,1.85,0.23,1
8606,5.7,0.56,3.22,1.31,0
8607,4.68,1.52,1.14,1.08,0
8608,7.39,2.99,1.78,1.55,1
8609,8.69,0.15,4.85,1.43,0
8610,5.03,0.52,2.04,1.25,0
8611,3.52,0.15,2.18,0.16,0
8612,7.55,3.16,2.0,1.12,0
8613,4.24,0.12,0.18,1.27,0
8614,5.46,2.84,1.08,0.1,1
8615,4.74,0.13,3.18,0.77,0
8616,4.37,0.79,0.23,0.53,0
8617,6.54,0.08,0.32,1.44,0
8618,5.37,1.5,0.82,0.62,0
8619,3.54,1.66,0.06,0.39,0
8620,7.14,0.84,3.54,0.59,1
8621,7.1,0.13,5.03,1.15,1
8622,3.08,0.7,1.63,0.84,0
8623,7.76,2.35,1.68,1.88,0
8624,2.92,0.08,0.0,0.79,1
8625,3.75,0.3,0.69,0.46,0
8626,5.66,0.38,5.23,0.37,1
8627,3.77,0.32,0.27,0.35,0
8628,4.32,2.26,0.92,1.06,0
8629,8.82,1.11,0.44,1.88,1
8630,4.48,2.12,0.2,0.83,0
8631,4.4,0.47,0.76,1.44,0
8632,4.29,0.1,2.65,0.33,0
8633,7.4,2.34,1.08,1.32,1
8634,5.83,1.16,0.34,0.86,0
8635,4.96,1.65,1.92,0.79,0
8636,7.44,0.86,0.18,1.32,1
8637,7.6,0.88,6.01,1.23,1
8638,4.53,3.31,0.91,1.36,1
8639,6.98,4.82,0.91,1.46,1
8640,8.27,1.13,3.69,1.87,1
8641,6.23,3.94,0.72,0.6,1
8642,3.85,0.07,0.58,1.05,0
8643,4.27,1.3,0.73,0.1,0
8644,3.54,0.63,0.64,1.19,1
8645,8.02,5.54,1.1,1.59,1
8646,3.53,1.7,0.84,0.61,0
8647,2.87,1.74,0.99,0.44,0
8648,5.74,1.73,0.33,1.18,0
8649,4.79,0.14,1.45,1.08,0
8650,10.01,0.46,7.17,1.91,1
8651,6.92,1.86,1.02,1.29,1
8652,7.91,0.22,0.25,1.02,1
8653,6.12,5.71,0.06,0.94,1
8654,7.43,1.32,0.1,1.37,0
8655,4.29,1.77,0.29,0.1,0
8656,4.25,2.76,0.7,0.62,0
8657,1.96,1.2,0.06,0.1,1
8658,4.31,0.6,1.25,0.1,1
8659,6.73,0.0,0.04,1.02,0
8660,5.35,1.13,1.22,0.71,0
8661,6.57,0.6,1.96,1.02,1
8662,6.18,0.52,4.56,0.74,1
8663,4.75,2.28,0.89,0.68,0
8664,8.07,1.04,3.53,1.43,1
8665,5.2,1.47,1.69,0.88,0
8666,7.57,0.04,0.39,1.8,0
8667,5.81,2.54,2.21,1.53,1
8668,8.66,0.62,1.58,1.1,1
8669,4.07,0.21,0.92,1.13,0
8670,6.98,0.8,0.29,1.24,1
8671,3.86,1.96,0.73,0.19,0
8672,3.35,1.15,0.07,0.72,0
8673,7.72,3.16,0.93,1.08,1
8674,5.82,1.36,0.89,0.94,0
8675,4.56,2.63,1.57,0.76,1
8676,5.14,0.02,0.0,0.94,0
8677,5.24,1.25,1.97,1.01,1
8678,9.4,0.26,1.5,1.28,1
8679,8.49,4.81,1.88,0.96,1
8680,11.32,0.03,3.28,1.92,1
8681,7.68,0.47,2.87,0.71,1
8682,5.91,1.32,0.4,0.38,0
8683,6.03,1.09,1.25,0.68,1
8684,4.4,1.27,0.39,0.81,0
8685,9.32,3.44,2.42,0.98,1
8686,6.92,1.19,0.09,1.17,1
8687,2.62,1.11,1.08,0.19,0
8688,5.31,0.1,0.31,0.69,0
8689,7.8,0.89,0.96,1.59,1
8690,7.46,1.53,0.24,1.08,1
8691,5.36,2.11,2.29,0.14,1
8692,7.77,4.4,1.35,1.0,1
8693,4.83,1.24,0.71,1.3,0
8694,8.18,2.18,1.84,1.1,1
8695,5.98,1.78,0.67,0.86,0
8696,8.64,1.37,0.45,1.21,1
8697,5.23,0.87,1.89,0.68,0
8698,7.34,0.38,0.81,0.98,1
8699,5.58,3.99,1.48,0.88,1
8700,2.86,2.72,0.12,0.49,0
8701,2.69,0.02,1.38,1.47,0
8702,7.0,0.0,0.0,0.41,1
8703,4.1,2.11,0.96,1.0,0
8704,8.42,0.12,5.17,1.29,1
8705,4.13,1.48,0.61,1.08,1
8706,4.04,1.15,0.46,1.02,0
8707,5.61,0.21,0.25,0.73,1
8708,3.85,0.04,0.36,0.33,0
8709,7.71,1.21,5.81,1.35,1
8710,6.51,2.91,1.71,1.05,1
8711,3.92,2.76,0.48,1.25,0
8712,4.36,2.84,0.9,0.57,0
8713,6.74,1.38,0.1,1.04,1
8714,4.46,0.95,0.52,0.73,0
8715,7.78,0.38,0.95,0.57,1
8716,6.29,0.64,1.64,1.24,1
8717,4.72,1.08,0.89,1.13,0
8718,8.17,0.07,0.03,1.0,1
8719,5.22,0.12,3.86,0.62,0
8720,8.0,0.49,0.05,1.1,1
8721,8.8,3.82,4.32,1.32,1
8722,5.51,3.09,2.0,0.35,1
8723,6.38,2.17,1.65,0.21,1
8724,9.55,1.11,7.13,1.9,1
8725,8.9,0.2,1.1,1.77,1
8726,5.05,3.19,0.56,1.03,0
8727,5.12,4.5,0.54,0.59,1
8728,4.72,0.44,0.07,0.92,0
8729,6.09,4.07,1.79,1.13,1
8730,4.94,4.0,0.1,0.79,1
8731,4.09,1.34,2.61,0.19,0
8732,5.44,0.05,0.14,0.53,0
8733,9.27,1.25,2.15,1.8,1
8734,6.78,3.2,1.78,0.63,1
8735,6.67,2.12,0.26,1.03,0
8736,5.58,1.8,0.96,0.87,0
8737,5.85,2.86,2.34,1.39,1
8738,5.02,3.12,0.65,0.58,0
8739,6.42,2.75,0.29,1.25,1
8740,6.49,2.6,1.73,0.72,1
8741,10.26,4.22,5.9,2.05,1
8742,6.72,0.16,4.95,0.95,1
8743,5.64,1.85,3.29,0.36,1
8744,5.4,0.8,2.79,0.59,0
8745,6.32,2.93,2.89,0.84,1
8746,7.64,0.23,5.78,1.12,1
8747,7.32,4.11,0.79,1.08,0
8748,8.45,2.47,2.75,1.14,0
8749,3.64,0.01,1.64,0.56,0
8750,7.64,3.34,0.5,0.58,1
8751,6.42,3.36,0.8,0.1,1
8752,5.09,0.08,0.94,0.38,0
8753,3.96,1.99,0.45,1.02,0
8754,8.75,0.89,0.48,2.0,0
8755,7.37,3.17,0.34,1.4,1
8756,4.68,0.31,2.98,0.23,0
8757,6.05,0.36,0.38,1.23,1
8758,9.29,2.31,2.78,1.59,1
8759,4.7,0.39,1.68,0.45,0
8760,6.38,1.14,1.51,0.57,1
8761,6.82,5.71,0.67,1.04,1
8762,6.11,0.65,1.33,1.07,1
8763,6.67,2.06,1.91,1.22,1
8764,5.88,1.0,4.09,0.34,1
8765,7.36,3.32,0.94,1.5,1
8766,6.24,0.13,0.08,0.96,1
8767,7.31,0.72,1.29,1.5,1
8768,3.92,0.02,2.06,1.49,0
8769,5.47,2.62,0.25,0.34,0
8770,2.41,0.36,1.23,0.1,0
8771,5.02,0.1,0.74,0.44,0
8772,3.97,1.38,0.05,0.75,0
8773,6.1,0.65,0.0,0.91,1
8774,4.44,0.9,1.83,0.8,0
8775,6.3,3.18,1.82,1.41,1
8776,2.61,1.34,0.56,0.1,0
8777,7.84,0.83,0.51,1.14,1
8778,5.63,0.03,3.65,1.3,0
8779,5.2,3.38,1.16,0.64,1
8780,9.12,1.23,0.89,1.34,1
8781,4.37,0.06,1.35,0.31,0
8782,6.56,2.26,4.27,0.1,1
8783,5.4,0.31,0.68,0.13,0
8784,4.41,0.94,0.84,1.04,0
8785,5.6,1.06,1.99,0.75,0
8786,12.0,5.59,0.55,1.91,1
8787,6.33,2.02,2.78,0.48,1
8788,2.58,0.14,0.47,0.1,0
8789,8.31,0.46,4.57,1.91,0
8790,6.31,0.03,2.2,0.93,1
8791,6.7,1.23,0.64,0.61,1
8792,6.06,1.33,0.7,0.83,1
8793,6.08,2.66,1.74,0.94,1
8794,3.88,2.3,0.63,0.54,0
8795,6.68,0.14,0.2,1.19,1
